session_id,n_cdp_score1,n_cdp_score2,pct_score1,pct_score2,mean_tokens_score1,mean_tokens_score2,sample_score1,sample_score2,conference
2021_09_30_MZT_S3,23,5,82.14285714285714,17.857142857142858,13.826086956521738,40.4,Thank you. The next on my uh screen is uh Dr. Huet from uh University of Georgia and please correct  | Thank you. Uh next on the screen is uh Dr. Medina from USDA.,"I see that I was muted. I'm a chemist. Uh my lab works on discovery of new antibiotics from natural  | Richard, since you're on and you're probably going to pop back out, can you tell us again what the t",2021MZT
2021_09_30_MZT_S4,18,2,90.0,10.0,13.555555555555555,14.0,I said I would give a heads up uh we're at the 15 minute mark and and uh I believe we're we're there | We're good.,"If I share my screen, I can share the slide and then we can all kind of see what's on it and talk ab | Yeah, and I think you can fill it in real time.",2021MZT
2021_09_30_MZT_S5,15,4,78.94736842105263,21.05263157894737,9.066666666666666,44.5,So let's maybe focus on that for a while. That little sector to that piece that you've carved out th | So what would you like me to record? Ask this aspect.,"Pilar was saying, but I I think we cannot start talking about transmission chain without thinking ab | That's good. I want to circle back. We we've spent some time talking sort of about the end of the tr",2021MZT
2021_09_30_MZT_S6,6,4,60.0,40.0,15.833333333333334,32.5,I do computer so I can do it. | You can throw our names in there and whatever. Um we'll help at the end of the session to help you s,"Cool. Okay, thank you everybody. So now selecting a recorder. Um, most people will get a chance to d | Everyone's cool with that. So you have access to the slide right Joyce that you can pull up from the",2021MZT
2021_09_30_MZT_S7,54,23,70.12987012987013,29.87012987012987,20.38888888888889,50.608695652173914,"Not sure if it's going to let me share this screen here. So I you know what, I'm not going to waste  | Yeah, that would be great if you have it. Thank you. Yeah.","think we might have everyone here. Um, okay, well welcome. This is a breakout for the um evolution a | Um, I think what we'll do is we'll start with the um I'll put up here I'll share my screen and we'll",2021MZT
2021_10_01_MZT_S1,18,7,72.0,28.0,23.944444444444443,38.0,"I also want to mention that I am not feeling well at all, so I don't know how long I'll be able to s | Uh, I think I I don't know Christine.",So I think the next task is the nomination or volunteering of someone to be the recorder reporter. A | I would be happy to actually do that. This is Sarah.,2021MZT
2021_10_01_MZT_S11,23,8,74.19354838709677,25.806451612903224,25.91304347826087,52.25,"So there's a few names that are on our list that are not here. I don't know if that means that they' | This is just to remind you, it's probably also in the in the brochure that is on the Google link.","But does everybody see the PowerPoint slide right now? Yeah. Okay, so just like yesterday. So I actu | So the one that that I now posted are the ones that we have for for our discussion. So for uh for nu",2021MZT
2021_10_01_MZT_S2,20,9,68.96551724137932,31.03448275862069,17.85,35.55555555555556,"Sure, yeah, and I there a couple of people were actually in our group, we had Kim, right? And uh and | Let me uh let me find the Google.","Okay, terrific. Okay, so what we'll do um while Adela pulls that up, um we'll uh go around like we d | So everybody if you just um while Adela is doing that if you can just take it to write down a few of",2021MZT
2021_10_01_MZT_S3,26,19,57.77777777777778,42.22222222222222,19.73076923076923,69.0,"But I'll introduce myself anyway. I'm Peter Dorhout, I'm the Vice President for Research at Iowa Sta | Now, if you did it yesterday, you don't get to do it again today. In fact, you're off the hook.","Um, one of the first things I'd like to do before we we start um intros is to uh ask for a volunteer | But uh um would love to have someone step up and uh and represent the group. Or we're going to play ",2021MZT
2021_10_01_MZT_S4,35,11,76.08695652173913,23.91304347826087,19.485714285714284,43.36363636363637,All right. Do you want to tag the next person? | And I will tag Angela.,"Yeah, I'm I'm doing the same. So you know what group we're in. We are in 2.4 and we have some prompt | Hi. Uh, my name is Justin Ball. I'm at the University of Georgia. I apologize if it looks like I'm n",2021MZT
2021_10_01_MZT_S5,33,12,73.33333333333333,26.666666666666668,19.90909090909091,38.583333333333336,"Yeah, um, do we want to put up the share screen of that uh those prompts? | I have um yeah, I think I have them on a slide.","Why don't you get us rolling and then we can take a minute for people to jot down their ideas and th | Um, name, institution, discipline, research and I added on another icebreaker as I like to do, which",2021MZT
2021_10_01_MZT_S7,23,5,82.14285714285714,17.857142857142858,27.217391304347824,38.0,"Yeah, this is the first session. There's been two of us, so uh. | Yeah, so maybe just to stick with the same model as the other sessions, we can do a quick round of i","Uh, welcome everyone. I think that uh Amy, you and I are the facilitators. | Let's we'll need a reporter and I'm going to attempt to share my screen and put the prompts up for j",2021MZT
2021_10_01_MZT_S8,25,6,80.64516129032258,19.35483870967742,9.68,29.333333333333332,"Well let's give it a couple minutes here just in case someone's still coming back from lunch. | So quick count, six.","Okay, welcome to the vaccines group. We'll go ahead and just hop through this introductory stuff. Um | Who's done it? Adela, I think you've done it.",2021MZT
2021_10_01_MZT_S9,26,15,63.41463414634146,36.58536585365854,13.307692307692308,58.86666666666667,"And it looks like everyone who was assigned here is here. We may have some guests pop in, but um, I  | So Christine, would you like to start us out and uh, and launch us off or uh, how would you like to ","Yeah, Peter, I'd love to hear if you have thoughts on the best ways to sort of make good of the time | I'd be happy to do it, no worries.",2021MZT
2021_11_04_NES_S1,14,16,46.666666666666664,53.333333333333336,16.428571428571427,26.875,Right how desirable it is even in the bigger scheme of things right. Um yeah that's that's great. Um | Yeah I wasn't going to put everybody's name.,So yeah so again our purpose is to distill this down into three or four not to do a verbatim summary | I think it might be easier because if you just pull up the link then we can all look at it. Exactly ,2021NES
2021_11_04_NES_S2,13,6,68.42105263157895,31.57894736842105,15.692307692307692,41.833333333333336,"I I think this goes to one of the questions in our prompt, right, which is | Okay, so I just did some organizing stuff at the top, all of our names, the questions we were given,",I I think one of the challenges um definitely down the road is um how are the the policy and the leg | Other thoughts that you want Katherine to uh transmit to the rest of the group. Remember that that f,2021NES
2021_11_04_NES_S3,49,19,72.05882352941177,27.941176470588236,13.346938775510203,43.578947368421055,We need at least one. | I'll do it group.,"Okay, so I think we're going to get started. Uh I feel like we're missing a couple of people, but I  | Um and I'll be kind of making sure that um that we stay on time and things like that. Uh we have an ",2021NES
2021_11_04_NES_S4,29,8,78.37837837837837,21.62162162162162,10.03448275862069,44.0,Great. Gary. | Kelsey.,"Okay, we all at least have heard once what we do. Um, okay, so uh basically the the the next item on | Uh yeah. So I'm just if just so everybody knows there's a there's a Google document where I'm actual",2021NES
2021_11_04_NES_S5,22,9,70.96774193548387,29.032258064516128,15.181818181818182,44.77777777777778,So does anybody want to kick off with introductions? | Do you want to pick someone to go next then?,"All right, well I'll just start picking on people uh as they appear on my screen and we can just do  | Awesome. Hi, I'm Andrea Hicks. I'm at the University of Wisconsin Madison. Actually our offices are ",2021NES
2021_11_04_NES_S6,23,14,62.16216216216216,37.83783783783784,26.565217391304348,53.285714285714285,"Great, thank you, George. That's fascinating. Okay, let's go to Pratik next. | Hi everyone, my name is Pratik Dholabhai. I'm from Rochester Institute of Technology. The grand chal","Okay, well, welcome everybody. It's great to see you all. I'm really excited about this meeting. I t | Okay so we've heard a lot of great ideas. We've heard about the ocean we've heard about liquid sorbe",2021NES
2021_11_05_NES_S1,72,15,82.75862068965517,17.24137931034483,14.36111111111111,23.4,"Venkat, you're a very busy man. We need to after last dialogue we actually start to collaborate. | I mean I think they should they should allow facilitators to also be brought in as a free agent.",Second Scilog facilitating one one Scilog participating. Okay I can project the prompts. You want to | Great. I won't ask the bots to introduce themselves. So I think Venkat already introduced them. So w,2021NES
2021_11_05_NES_S10,38,10,79.16666666666667,20.833333333333332,12.394736842105264,60.2,"Okay, um, in the interest of time, hopefully everyone's here and maybe a few people will join. Um, s | So uh because I'm actually at ASU, so Matt, I'm going to pick on you since you're a colleague.","Um, I'd like to start first with uh going around and doing very brief introductions, name affiliatio | Or what are the prospects of carbon neutral hydrogen generation and are carbon neutral solar fuels d",2021NES
2021_11_05_NES_S11,26,15,63.41463414634146,36.58536585365854,15.115384615384615,67.53333333333333,"We are the topic of modeling across scales and abstractions, however abstract that might sound. | Welcome. Um next on my screen is Carlos.","Or as as Venkat wants to call it the modeling heaven or or hell, whatever you prefer to whichever si | And then we will go ahead and um assign uh two people I would suggest, a recorder and a reporter and",2021NES
2021_11_05_NES_S12,30,14,68.18181818181819,31.818181818181817,14.7,25.857142857142858,Hello everyone. I got back to the meeting just as we were being sent to uh breakouts. So can we conf | Um am I the only facilitator here?,"Um so why don't we do quick introductions around after we do interruption introductions, we're going | Okay, so um at this point, I would like you all to take two minutes and write down some topics that ",2021NES
2021_11_05_NES_S2,32,12,72.72727272727273,27.272727272727273,19.71875,47.916666666666664,"Hi everyone, I'm Yayuan Liu. I'm assistant professor at Johns Hopkins. So relevant to negative emiss | Hi everyone. Uh, I'm assistant professor in the mechanical engineering department of the University ","topics uh as they relate to carbon capture broadly speaking, um now considering all different types  | Yeah, hi everybody. Thank you Ellen. Um my name is Chris Jones. I'm uh professor and I'm chair of ch",2021NES
2021_11_05_NES_S3,57,14,80.28169014084507,19.718309859154928,11.0,31.357142857142858,"So, whoever wants to go next. | Chao, go ahead.","All right, well before I uh hopefully show our our questions, um how about uh if we can get a volunt | I'm happy to report. I just need the link to the Google Doc, I think because I'm not technically sav",2021NES
2021_11_05_NES_S4,51,25,67.10526315789474,32.89473684210526,13.568627450980392,62.56,I was going to suggest that you take the lead on this one. I was facilitating on my own yesterday on | Lovely lovely yes sure and then feel free you know to interrupt and contribute in any way you think ,Thank you for thank you everybody for for joining. I guess that you're all quite experienced now at  | Awesome. I think that's everybody that I can see. Did I miss anyone? Please speak up. I think that w,2021NES
2021_11_05_NES_S5,39,25,60.9375,39.0625,18.41025641025641,32.0,"Yeah, it's a good one. Since you're listed as first facilitator, I'll let you take the lead here. | Do we think we have everybody now?","Okay. Um so uh first order of business because I let it go too long yesterday, who wants to be the r | That is if you're willing to take that on, that's fine. It it means that you have to be attentive to",2021NES
2021_11_05_NES_S6,57,20,74.02597402597402,25.974025974025974,15.649122807017545,46.55,"I will have to apologize. I have an appointment for for my kid's passport, so I will be in the cell  | I can be the note taker.","Okay, so there's nine of you. Nominally there should be 10. We had this same issue yesterday where w | So I'm going to leave this open. So what I need first of all is to identify, you can see down here, ",2021NES
2021_11_05_NES_S7,49,12,80.32786885245902,19.672131147540984,12.326530612244898,27.166666666666668,"Give people another minute or so to get on. | Okay. In the interest of time, hopefully everyone's here.",So welcome. My name is Ellen Stechel. I have the pleasure of facilitating this session and it's just | I'm going to pick the first person and then that person picks the next person until we get everyone ,2021NES
2021_11_05_NES_S8,29,14,67.44186046511628,32.55813953488372,12.827586206896552,55.785714285714285,"Great, thank you. Kelsey? | Great. Linsey?","It's a little bizarre we have two bots. Anyway, Jordy's going to be joining us late so I you're stuc | Great. So our next job is to pick a scribe and a reporter and I know Wilson is off limits since he d",2021NES
2021_11_05_NES_S9,32,18,64.0,36.0,10.78125,38.44444444444444,Do we have everyone here? Let's see. So 10 people. | Who's next? Who do we miss so far? Me?,"Anyway, maybe we can start with saying hello to everyone, although most of you start to know each ot | Hi, excuse me. Hi, I'm Charles McCrory at the University of Michigan. I'm work in electrocatalysis, ",2021NES
2021_06_10_SLU_S1,30,18,62.5,37.5,17.7,53.833333333333336,"It looks like we're all here. Well, thanks for joining. Um, my name is Nikki Parenteau and I already | Yep, yeah, I can make a new uh new document and.","I am open to that if no one else really wants to. | Um, so as Richard said, I think rather than recording the discussion in the slide deck, um, if you w",2021SLU
2021_06_10_SLU_S2,17,14,54.83870967741935,45.16129032258065,18.941176470588236,47.285714285714285,"So I think Tim Lions kind of started answering that question, but you know, we have to think about,  | So um um how do we go about doing this? Uh is anybody ready to discuss uh the most important questio","Um I at some point may try to kind of channel Sarah. I know quite a bit about her research. I was ev | Yeah, I I couldn't think of the reference at this moment, but I can I can search about it and if I f",2021SLU
2021_06_10_SLU_S3,31,17,64.58333333333333,35.416666666666664,29.0,69.58823529411765,"I study the interior structure and evolution of exoplanets and next on my screen is Andrew Vanderber | And you can pick someone. Oh, I need to pick someone. Coco?","know everyone in the group, but uh for we should go through the introductions just to make sure that | So hi, thank you. Sorry for being late. So my name is Lisa Kaltenegger and I'm uh working mostly on ",2021SLU
2021_06_10_SLU_S4,25,14,64.1025641025641,35.8974358974359,14.96,49.214285714285715,I think that is a great idea. | I think. I think so.,"So, um, so following along the the suggestion that Richard has made, um, we're meant to start by ask | I'm I'm up for it.",2021SLU
2021_06_10_SLU_S5,35,13,72.91666666666667,27.083333333333332,11.228571428571428,47.15384615384615,"And nice to meet everybody. I think we have everybody in except for Sarah. Is Sarah around? | Okay. Well, um, welcome everybody to group 1.2. Uh, that's uh, I think our topic is uh, a little bit","Oh, great. Thank you, Kimberly. So Kimberly is going to be our recorder and reporter. | Yeah, yeah, so I think we then created there uh, and name it group point 1.2, yeah.",2021SLU
2021_06_10_SLU_S6,22,8,73.33333333333333,26.666666666666668,19.181818181818183,40.375,"So most importantly, are you all in the Google Drive and do you know where the Google Drive is? | Everyone see that?","Okay. So in the Google Drive, if you go to virtual meeting materials, you'll see that PPTX and then  | I'm happy to do it. I feel like this is something I would learn a lot, so I'm happy to type it down.",2021SLU
2021_06_10_SLU_S7,28,17,62.22222222222222,37.77777777777778,14.535714285714286,39.470588235294116,"Right. Um, do we want to do brief introductions as well? I guess we're supposed to, right? | I mean, since I'm taking a note, I can I can just report back, right? I guess it's","Um, Tim, I I think our first order of business is to find someone uh to be responsible for taking uh | Yeah, I think that the the first I'm just reading the what they're telling us to tell everyone else ",2021SLU
2021_06_11_SLU_S1,26,16,61.904761904761905,38.095238095238095,11.807692307692308,38.25,Are we all here? Looks like it. | I can do it.,"Okay, well welcome everybody. Uh, this is uh group 2.1, how do we quantitatively interpret biosignat | Okay, great. Um, and if you I want to make sure that you have access to the document. Um, in the tha",2021SLU
2021_06_11_SLU_S10,23,13,63.888888888888886,36.111111111111114,24.652173913043477,22.307692307692307,"Just to make sure you all have access to that um group 3.3 notes template um in the uh Google Drive. | Okay, so I think we may not have everybody what we may we should probably get started. I'm not sure ","So, should we maybe do a quick round of introductions? Sounds great. And then, so I um what I would  | I think one uh item that we have to accomplish before we dive into the science discussion is to find",2021SLU
2021_06_11_SLU_S11,27,11,71.05263157894737,28.94736842105263,12.88888888888889,25.727272727272727,"another minute or so for everybody to join. | So, um, oh, I see Betul is. Okay, let me just respond to this quick message.","Yeah, we'll help synthesize the bullet points for the report out. | I can do it, but I will need a link to a collection.",2021SLU
2021_06_11_SLU_S12,26,16,61.904761904761905,38.095238095238095,12.692307692307692,44.3125,"What is our topic? | And of course yeah, if you guys are done after a minute writing down, uh you can certainly uh introd","Uh it's what are the external factors that impact the habitability of entire planetary systems and o | Hey folks, I did Lisa, uh Kaltenegger is uh supposed to be facilitating, but I didn't see her uh bac",2021SLU
2021_06_11_SLU_S13,31,8,79.48717948717949,20.512820512820515,11.64516129032258,54.25,"Tori, we've still been even though we're progressed into day two, we've still been doing introductio | Continue to familiarize everyone with everyone else.","So do we um two things, one would be the introductions as you've been doing just a brief statement o | Great. Is it worth me going through our brief, well not so brief, but uh description of so we are ex",2021SLU
2021_06_11_SLU_S2,20,5,80.0,20.0,14.45,110.0,"Great, thank you. Hilka. | Morgan Raven, not necessarily great at multitasking, trying my best. Um, I figured out what number o","I was reading through the way the topic was written up. Um, and it might well have been written up b | So I'm going to suggest that um this is a really obvious bullet point for for our report out and pro",2021SLU
2021_06_11_SLU_S3,23,7,76.66666666666667,23.333333333333332,16.869565217391305,85.85714285714286,"And um and then also try to, you know, sort of riff as we go through this in ways getting all of you | Good. Thank you. And next is Rica.","So you know again, I know some of you not all of you. I we are time scale for the birth of the biosp | There's been an awful lot of discussion about exoplanets, but we're not limited to that of course. U",2021SLU
2021_06_11_SLU_S4,31,12,72.09302325581395,27.906976744186046,15.580645161290322,54.083333333333336,"But Lisa, do we have a recorder? | Oh, that's a good idea. Okay, so let's wonder who is going to do the job.","second intro where who they are, what they do, and then uh we can start the discussion. Would that w | Oh, yeah, but the the yes, we can also do the recorder first. We did last time we introduced each ot",2021SLU
2021_06_11_SLU_S5,13,4,76.47058823529412,23.529411764705884,15.0,73.5,"Great, thank you. Hilka. | Okay, thanks. Morgan.","Morgan, I I see you tapping, but you have you're muted. You'll do it. Okay, awesome. Thank you. Appr | So I'm going to suggest that um this is a really obvious bullet point for for our report out and pro",2021SLU
2021_06_11_SLU_S6,21,13,61.76470588235294,38.23529411764706,16.857142857142858,62.53846153846154,"Okay, I think we have everybody who's going to join. | Okay. Uh let's go to Courtney.","So I think we'll just get started. I'm Daniel, I think I know everybody or almost everybody here and | So and just to keep this moving efficiently, I will ask everybody who introduces themselves, when th",2021SLU
2021_06_11_SLU_S7,27,12,69.23076923076923,30.76923076923077,18.25925925925926,27.583333333333332,"I did it. I exempt. | Okay, we have one exempt.","All right, welcome everyone. Um, Sean and I are your facilitators today or this for this hour at lea | Uh, I I'll do it.",2021SLU
2021_06_11_SLU_S8,19,12,61.29032258064516,38.70967741935484,11.842105263157896,30.333333333333332,Who who's taking notes on prior prior breakouts? | Is there anyone that hasn't taken notes yet?,"Okay, so um would one of you like to take notes since it looks like Joe and Chris have previously. | Um, and Courtney if uh since you're doing the work, I think you get to choose if you want to present",2021SLU
2021_06_11_SLU_S9,28,11,71.7948717948718,28.205128205128204,14.821428571428571,59.09090909090909,"I think we're supposed to have like ten people and also Lisa is not online. | Yeah, I was just thinking discussion lead.","That's what are the external factors that impact the habitability of entire planetary systems and or | Maybe in the meantime, uh you guys can take a moment, look at the prompt and write a few thoughts do",2021SLU
2022_04_07_MND_S1,28,5,84.84848484848484,15.151515151515152,14.964285714285714,21.8,"use that for the basis of our conversation. | fellow. And once we've done that, we need to maybe she had to choose someone or someone can voluntee","We are in breakout room one. Oh, which yeah, there's about B5. Do you agree with that? But B4, those | Elizabeth, you're you're cutting off, would you share her screen so we can summarize highlights and ",2022MND
2022_04_07_MND_S2,29,17,63.04347826086956,36.95652173913044,9.03448275862069,34.294117647058826,"Yeah, sounds good. | Great. So let's just take a couple minutes and jot down some ideas.",to write down a few ideas and then we will I think after that we'll do introductions and then we'll  | Yeah. So our topic is uh bio sensing and um some of the kind of some of the prompt questions that I ,2022MND
2022_04_07_MND_S3,12,4,75.0,25.0,16.333333333333332,32.0,Very good Dr Wang. | Thank you BOT3 someone is record is part of that study isn't it I covered there we wanted.,"I'm happy to do it I just can't find where the slide is. | With that background, I want to hear from you that what do you what do you think about the role of e",2022MND
2022_04_07_MND_S4,33,3,91.66666666666667,8.333333333333334,15.181818181818182,29.666666666666668,"2, 4, 6, 7. Well, no, we have six because both four I don't think is a person. So, I don't think tho | I guess we can get started with introductions.","And if we're missing someone, that someone will, you know, come in the meantime. Is that okay? So I' | That's the topic. And I just put on the comments box, um, the description of our breakout session an",2022MND
2022_04_07_MND_S5,25,7,78.125,21.875,9.4,41.285714285714285,Thank you. That was that was great. Erin. | That's great. Thank you.,"That's great. So I put the question in the, I don't know if you guys see the in the chat. I put the  | There is a word doc that if you go into the Google Drive, do you have are you in the Google Drive? I",2022MND
2022_04_07_MND_S6,19,6,76.0,24.0,24.31578947368421,31.833333333333332,"write down who who they are. Why don't why don't we start with you though, okay? | Well, I'll work my way through this because that way I don't need to actually take notes when I'm ta","If you open that up, there will be uh I think the is the PowerPoint presentation in there? No, it's  | Okay, let's move on to the next point. I think we're going to come back to this on the third point, ",2022MND
2022_04_08_MND_S1,29,7,80.55555555555556,19.444444444444443,13.275862068965518,23.857142857142858,"Yeah, that's was the other thing I was gonna ask about. Um | I can put them in the chat here.",We also had to have to decide who is reporting out and taking notes. | Then the questions the questions are on slide 32 of the slide deck.,2022MND
2022_04_08_MND_S10,10,3,76.92307692307692,23.076923076923077,38.7,81.33333333333333,"And Faranak from UCSF, I know she's here as well, so. | inflammation, autoimmunity and gut brain access. Let me um I'll write it in the chat. But kind of st","This is 3.04 and we're waiting for Gianna, Faranak, Lisa and Christopher Whitby, but I didn't see Ch | Yeah, I'm uh let me share my screen. I'm um I have the notes together here, as you can see. Um I've ",2022MND
2022_04_08_MND_S11,35,11,76.08695652173913,23.91304347826087,14.771428571428572,25.636363636363637,Do you want me to put the questions or the prompts in the chat? | Can everybody see that?,"Yeah, so that's that's the um the breadth of our uh topic for for this particular session. So what's | I I won't have much to contribute intellectually to this conversation. I'm really just here to learn",2022MND
2022_04_08_MND_S12,2,0,100.0,0.0,7.5,,Should we wait for someone else or we are just only us? | This is 3.04 and we're waiting for Gianna.,,2022MND
2022_04_08_MND_S2,42,8,84.0,16.0,10.619047619047619,42.75,"Um and go to Ilian. | Email me, email me. Okay.","I point to people so so we have an order. I can go next but I think most of you heard from me yester | So I'm at the University of British Columbia. My background is in physics, but I'm currently appoint",2022MND
2022_04_08_MND_S3,22,4,84.61538461538461,15.384615384615385,12.454545454545455,45.0,Side note. | I have something interesting to share in my nutrition class now starting in the fall. We can go back,"Um and then I guess the the big question, the big health related question is um is it possible that  | In fact, could everybody say a little bit about their background when they when they speak? Yeah.",2022MND
2022_04_08_MND_S4,10,7,58.8235294117647,41.1764705882353,9.9,46.857142857142854,"According to the rules, I cannot be reporter because I was reporter yesterday, so I will back up. | Um, so somebody else can do it.","Okay, thank you very, very much. That's great. Um, so why don't we go around and just quickly introd | Okay, well, great. Now we all know each other. Um, so they gave us three bullet points to organize o",2022MND
2022_04_08_MND_S5,20,16,55.55555555555556,44.44444444444444,7.1,30.4375,"I think so, yes. I can start. I'm Ali Keshavarzian, I'm a gastroenterologist with interest in gut br | Thanks, Stephanie.","So Ali, I don't know how you want to do this. Should we do introductions first and then look at the  | Yeah, we'll be a good team that way. So I my lab studies brain aging and Alzheimer's disease and we'",2022MND
2022_04_08_MND_S6,1,1,50.0,50.0,8.0,43.0,"See if people keep showing up. We've got 3, 6, 7, not bad.","That's maybe it. Okay. So we seem to be a little less than it's on the spreadsheet. Uh, yesterday we",2022MND
2022_04_08_MND_S7,34,9,79.06976744186046,20.930232558139537,13.823529411764707,66.44444444444444,"I just have to apologize. I got to leave in 20 minutes to get to my class. Uh, so yeah, I'm teaching | Okay, so Emily, again, we need a volunteer, someone who can take minutes, synthesize, what do we cal","I mean, I can volunteer. | So we're going to think about a phase one two clinical trial. Try to bring the level down. Is it spe",2022MND
2022_04_08_MND_S8,24,7,77.41935483870968,22.580645161290324,12.083333333333334,34.57142857142857,"So we are doing uh model organisms. Should we because not everybody knows each other, should we go a | Let's do that. Uh Annika, do you want to start?","Yeah, um this is the first one I've been where there's a co mentor, but I'm happy to let Barbara dri | So, our prompt, you know, just for a few moments of reflection is, many studies can be done on anima",2022MND
2022_04_08_MND_S9,34,8,80.95238095238095,19.047619047619047,11.205882352941176,37.625,"I think we're missing a few people, but I don't know if they're coming. | So um, I guess um, AO, you can go next.","So what I've been doing on my other facilitated sessions is we start by introducing yourselves. Is t | Since you were not here, you don't know that when you finish introducing yourself, you should pass i",2022MND
